# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-a" "data/sacCer3.ensGene.gtf" "-o" "data/sacCer.featureCounts.tsv" "bam/WT_C_1.bam" "bam/WT_C_2.bam" "bam/WT_C_3.bam" "bam/WT_E_1.bam" "bam/WT_E_2.bam" "bam/WT_E_3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/WT_C_1.bam	bam/WT_C_2.bam	bam/WT_C_3.bam	bam/WT_E_1.bam	bam/WT_E_2.bam	bam/WT_E_3.bam
YER111C	chrV	382595	385876	-	3282	544	482	580	520	664	652
YER112W	chrV	387232	387795	+	564	1777	1419	1573	1777	1897	1576
YER113C	chrV	387932	390052	-	2121	650	679	666	407	598	689
YER114C	chrV	390590	393712	-	3123	693	719	808	893	986	881
YER115C	chrV	394292	394867	-	576	459	566	601	541	541	514
YER116C	chrV	395348	396172	-	825	376	297	468	627	725	933
YER117W	chrV;chrV	396769;397282	396810;397653	+;+	414	20518	23809	19387	8974	6230	9585
YER118C	chrV	397952	399055	-	1104	1053	596	812	391	506	439
YER119C	chrV	399496	400842	-	1347	293	228	423	579	1145	1266
YER119C-A	chrV	400867	401238	-	372	4	4	5	4	16	5
YER120W	chrV	401135	401869	+	735	1911	1333	1753	2319	3012	2794
YER121W	chrV	402375	402719	+	345	77	106	165	796	1603	2036
YER122C	chrV	402871	404352	-	1482	3130	3236	3005	3235	3257	2666
YER123W	chrV	404813	406387	+	1575	510	441	976	391	235	634
YER124C	chrV	407342	409063	-	1722	3591	3093	3439	2411	2100	3397
YER125W	chrV	410189	412618	+	2430	895	697	754	1158	1135	928
YER126C	chrV	413394	414179	-	786	3642	3839	2355	1875	312	492
YER127W	chrV	414481	415554	+	1074	1189	1020	868	749	346	497
YER128W	chrV	415859	416470	+	612	499	386	283	515	424	442
YER129W	chrV	417281	420709	+	3429	1073	927	1218	1181	1232	1561
YER130C	chrV	421115	422446	-	1332	5859	6241	4154	17062	2597	4301
YER131W	chrV	423952	424311	+	360	16382	15763	15702	4122	1407	2960
snR4	chrV	424698	424883	+	186	231	266	248	185	137	130
YER132C	chrV	425188	430449	-	5262	525	514	370	615	512	412
snR52	chrV	431129	431220	-	92	8	11	10	11	5	6
YER133W	chrV;chrV	432495;433197	432671;433958	+;+	939	5679	6574	7390	8827	7570	9219
tH(GUG)E2	chrV	434541	434612	-	72	13	14	12	3	5	6
tK(CUU)E2	chrV	435752	435824	-	73	1	1	0	0	0	0
YER133W-A	chrV	437191	437532	+	342	52	57	87	102	130	114
YER134C	chrV	437267	437803	-	537	445	391	440	588	680	779
YER135C	chrV	437952	438344	-	393	10	1	20	24	24	29
tV(AAC)E1	chrV	438700	438773	+	74	1	0	0	0	0	0
YER136W	chrV	439616	440971	+	1356	2637	2399	3771	5369	4500	4645
YER137C	chrV	441373	441819	-	447	48	51	49	57	24	34
YER137W-A	chrV	441575	441880	+	306	1	0	1	2	0	0
SCR1	chrV	441987	442508	+	522	157	158	255	124	158	344
tI(AAU)E1	chrV	443202	443275	-	74	0	1	0	0	1	0
YER138C	chrV	443756	449024	-	5269	9	10	9	5	8	8
YER137C-A	chrV	447702	449024	-	1323	0	0	0	0	0	0
YER138W-A	chrV	449474	449578	+	105	240	272	183	259	186	186
YER139C	chrV	450563	451243	-	681	370	252	374	546	522	675
YER140W	chrV	451565	453235	+	1671	575	645	765	667	529	529
YER141W	chrV	453459	454919	+	1461	1873	1698	1743	4585	4614	3519
YER142C	chrV	455146	456036	-	891	329	463	688	2919	3107	2307
YER143W	chrV	456319	457605	+	1287	1067	779	1046	3836	3985	2793
YER144C	chrV	457806	460223	-	2418	423	372	507	1426	1669	1208
YER145C	chrV	460526	461740	-	1215	5919	4119	4464	2510	1091	1148
YER145C-A	chrV	462386	462823	-	438	62	56	66	31	23	15
YER146W	chrV	462585	462866	+	282	131	148	132	107	119	115
YER147C	chrV	462968	464842	-	1875	431	487	539	498	541	556
YER147C-A	chrV	465203	465613	-	411	468	455	540	273	240	336
YER148W	chrV	465303	466025	+	723	1673	1845	1984	1067	1058	1203
YER148W-A	chrV	466185	466763	+	579	7	6	10	2	12	5
YER149C	chrV	466208	467470	-	1263	477	395	494	303	255	379
YER150W	chrV	468370	468816	+	447	1625	1516	3104	14265	17618	22089
tV(AAC)E2	chrV	469457	469530	+	74	4	8	1	2	5	6
YER151C	chrV	469686	472424	-	2739	1360	1090	1218	1315	1301	1496
YER152C	chrV	472657	473988	-	1332	496	589	470	1098	1459	1074
YER152W-A	chrV	473485	474051	+	567	0	0	0	0	0	0
YER153C	chrV	474041	474805	-	765	40	48	119	74	72	144
YER154W	chrV	475020	476228	+	1209	1041	999	968	1615	1974	1799
YER155C	chrV	476345	482848	-	6504	1457	1673	1990	2043	2101	1519
YER156C	chrV	483325	484341	-	1017	2642	2101	2189	628	870	698
YER157W	chrV	484788	487193	+	2406	910	998	871	1080	836	774
tE(UUC)E3	chrV	487331	487402	-	72	4	0	2	0	0	0
YER158C	chrV	488857	490578	-	1722	691	543	854	1615	1081	1232
YER158W-A	chrV	491487	491702	+	216	57	107	80	100	101	61
YER159C	chrV	491530	491958	-	429	1458	1564	1504	1788	1494	1649
tR(ACG)E	chrV	492352	492424	-	73	1	5	0	0	4	0
YER160C	chrV	492856	498124	-	5269	28	30	27	22	23	19
YER159C-A	chrV	496802	498124	-	1323	0	0	0	0	0	0
YER161C	chrV	499347	500348	-	1002	1269	1013	1199	1549	1709	1669
YER162C	chrV	500630	502894	-	2265	350	307	493	943	1193	1442
YER163C	chrV	503084	503782	-	699	1005	1094	1052	2793	3109	3256
YER164W	chrV	505392	509798	+	4407	617	478	760	438	571	471
YER165W	chrV	510373	512106	+	1734	3885	3018	4194	4269	2581	2553
YER165C-A	chrV	512627	512983	-	357	7	3	7	10	3	7
YER166W	chrV	512744	517459	+	4716	792	545	755	1065	1033	1041
YER167W	chrV	518216	520771	+	2556	928	737	856	1471	1107	1194
YER168C	chrV	521029	522669	-	1641	724	513	882	653	630	661
YER169W	chrV	523369	525759	+	2391	582	396	657	1376	1195	1457
YER170W	chrV	525974	526651	+	678	534	548	745	886	1288	739
YER171W	chrV	527082	529418	+	2337	881	793	885	846	688	846
YER172C	chrV	529530	536021	-	6492	624	570	749	764	569	547
YER172C-A	chrV	536275	536655	-	381	0	0	0	0	0	0
YER173W	chrV	536300	538279	+	1980	432	316	447	437	496	499
YER174C	chrV	538434	539168	-	735	1000	1202	704	318	625	590
YER175C	chrV	539464	540363	-	900	3199	2381	2444	2270	2181	2811
YER175W-A	chrV	540650	540814	+	165	48	44	53	29	36	41
YER176W	chrV	541690	545055	+	3366	1096	867	1021	965	835	866
YER177W	chrV	545611	546414	+	804	16790	15423	15749	24670	23052	25990
YER178W	chrV	546817	548079	+	1263	3719	2604	4480	7572	9984	10020
YER179W	chrV;chrV	548421;548645	548552;549517	+;+	1005	112	89	109	776	875	634
YER180C	chrV	549724	550527	-	804	367	288	478	450	499	585
YER180C-A	chrV	550865	551122	-	258	101	94	102	95	115	170
tI(AAU)E2	chrV	551285	551358	-	74	0	0	0	0	2	2
YER181C	chrV	551473	551796	-	324	0	2	3	2	8	11
YER182W	chrV	552525	553259	+	735	1246	1294	1237	4619	6688	4199
YER183C	chrV	553334	553969	-	636	781	717	754	813	859	803
YER184C	chrV	556296	558680	-	2385	209	161	262	641	474	336
YER185W	chrV	559454	560365	+	912	52	54	112	338	297	153
YER186C	chrV	561705	562625	-	921	942	1166	1294	944	854	1016
YER187W	chrV	566230	566655	+	426	64	54	75	87	108	43
YER188W	chrV	568040	568759	+	720	237	399	339	171	300	216
YER188C-A	chrV	569608	569907	-	300	7	5	5	15	15	7
YER189W	chrV	571155	571523	+	369	4	6	10	10	3	6
YER190W	chrV	571480	576525	+	5046	0	3	10	0	4	0
YER190C-A	chrV	574804	575379	-	576	0	0	0	0	0	0
YER190C-B	chrV	575680	576162	-	483	0	0	0	0	0	0
YHL050C	chrVIII;chrVIII	445;2671	1897;3311	-;-	2094	37	44	45	72	78	98
YHL050W-A	chrVIII	811	1293	+	483	0	0	0	0	0	0
YHL049C	chrVIII	3726	4541	-	816	0	0	0	0	0	2
YHL048C-A	chrVIII	5663	5797	-	135	9	13	1	6	11	0
YHL048W	chrVIII	6401	7546	+	1146	1132	1011	757	1914	2520	1414
YHL047C	chrVIII	8351	10213	-	1863	2740	2257	1688	2539	933	957
YHL046W-A	chrVIII	9981	10307	+	327	22	20	24	44	11	17
YHL046C	chrVIII	11923	12285	-	363	2	0	7	7	18	7
YHL045W	chrVIII	12502	12849	+	348	4	4	2	10	11	23
YHL044W	chrVIII	13565	14272	+	708	274	295	441	782	898	1343
YHL043W	chrVIII	14901	15413	+	513	153	138	202	485	420	433
YHL042W	chrVIII	15667	16119	+	453	101	88	87	275	243	261
YHL041W	chrVIII	17392	17841	+	450	0	2	2	7	4	0
YHL040C	chrVIII	19088	20971	-	1884	1064	716	982	3027	555	781
YHL039W	chrVIII	21783	23540	+	1758	805	704	726	575	307	364
YHL038C	chrVIII	23617	25509	-	1893	471	449	526	665	609	546
YHL037C	chrVIII	25778	26179	-	402	4	0	5	21	11	10
YHL036W	chrVIII	26241	27881	+	1641	151	151	364	205	344	311
YHL035C	chrVIII	27978	32756	-	4779	710	628	786	2466	2116	1945
YHL034W-A	chrVIII	33176	33637	+	462	15	28	17	39	67	64
YHL034C	chrVIII	33193	34077	-	885	1995	1320	1946	4352	5201	6787
YHL033C	chrVIII	35255	36025	-	771	7095	5756	8837	5786	1745	3613
YHL032C	chrVIII	36379	38508	-	2130	584	479	966	2123	2442	2537
YHL031C	chrVIII	38815	39486	-	672	269	226	155	589	954	478
YHL030W-A	chrVIII	39074	39535	+	462	0	3	0	3	2	1
YHL030W	chrVIII	40084	45690	+	5607	792	940	1022	3140	3427	2018
YHL029C	chrVIII	45929	47968	-	2040	1008	854	836	1050	652	796
YHL028W	chrVIII	48763	50580	+	1818	768	566	447	150	315	776
YHL027W	chrVIII	51111	52988	+	1878	1498	1190	1506	2753	3193	3505
YHL026C	chrVIII	53219	54166	-	948	290	228	299	603	209	351
YHL025W	chrVIII	54851	55849	+	999	1740	2195	2354	2605	2542	2831
YHL024W	chrVIII	56649	58790	+	2142	223	207	279	564	878	827
YHL023C	chrVIII	59123	62563	-	3441	764	722	758	901	836	926
tH(GUG)H	chrVIII	62755	62826	+	72	2	0	7	0	1	0
YHL022C	chrVIII	62961	64157	-	1197	389	446	128	83	112	93
YHL021C	chrVIII	64462	65859	-	1398	944	1163	3298	1674	7110	5453
YHL020C	chrVIII	66242	67456	-	1215	1892	1959	2524	768	597	907
YHL019W-A	chrVIII	67711	68304	+	594	13	8	10	19	46	32
YHL019C	chrVIII	67731	69548	-	1818	315	229	354	379	491	695
YHL018W	chrVIII	69708	70070	+	363	24	31	45	24	38	51
YHL017W	chrVIII	70276	71874	+	1599	705	595	969	890	988	1155
YHL016C	chrVIII	72037	74244	-	2208	170	123	416	220	494	278
YHL015W-A	chrVIII	74699	74782	+	84	16	34	3	54	80	63
YHL015W	chrVIII	75412	75777	+	366	26798	27789	28075	10507	6190	12482
YHL014C	chrVIII	76097	77314	-	1218	467	525	677	1311	983	771
YHL013C	chrVIII	77430	78353	-	924	974	988	982	619	463	474
YHL012W	chrVIII	78936	80417	+	1482	99	90	147	120	94	127
YHL011C	chrVIII	80654	81616	-	963	3093	2814	2499	2580	854	1145
YHL010C	chrVIII	81964	83721	-	1758	271	204	335	756	807	789
YHL009C	chrVIII	84068	85060	-	993	357	282	377	720	619	623
tV(AAC)H	chrVIII	85298	85371	-	74	0	0	2	0	0	1
YHL009W-B	chrVIII	85909	91318	+	5410	0	0	3	1	0	2
YHL009W-A	chrVIII	85909	87150	+	1242	0	0	0	0	0	0
YHL008C	chrVIII	92627	94510	-	1884	214	149	661	489	740	1461
YHL007C	chrVIII	95118	97937	-	2820	1083	901	1148	1103	819	923
YHL006W-A	chrVIII	97732	98085	+	354	26	27	33	35	44	30
YHL006C	chrVIII	98343	98795	-	453	118	120	147	204	204	250
YHL005C	chrVIII	98828	99220	-	393	7	4	14	24	19	15
YHL004W	chrVIII	99219	100403	+	1185	746	548	796	1957	2126	1437
YHL003C	chrVIII	100648	101883	-	1236	2366	2489	3144	1340	1535	2139
YHL002C-A	chrVIII	102587	103075	-	489	3	3	3	1	1	0
YHL002W	chrVIII	102612	103970	+	1359	955	701	807	1201	1379	1297
YHL001W	chrVIII;chrVIII	104277;104804	104405;105091	+;+	417	4807	3940	4417	2488	1488	1900
YHR001W	chrVIII	106055	107368	+	1314	1423	1612	1672	1812	2238	2800
YHR001W-A	chrVIII;chrVIII	107826;107895	107831;108122	+;+	234	2074	2161	1128	4032	3803	3749
YHR002W	chrVIII	108812	109885	+	1074	373	451	745	599	795	841
YHR003C	chrVIII	110028	111317	-	1290	1480	1292	1029	1064	717	870
YHR004C	chrVIII	111754	113094	-	1341	687	725	1322	1801	1835	2067
YHR005C	chrVIII	113499	114917	-	1419	2173	1948	2133	1829	1476	1667
YHR005C-A	chrVIII	115620	115901	-	282	5389	6063	4553	8197	7219	5927
tT(AGU)H	chrVIII	116107	116179	-	73	4	5	1	0	0	2
YHR006W	chrVIII	117814	119439	+	1626	1475	1221	1224	1450	1757	1911
YHR007C	chrVIII	120091	121683	-	1593	13852	13452	7752	20455	10555	9213
YHR007C-A	chrVIII	122550	122765	-	216	20	32	61	82	177	117
YHR008C	chrVIII	122889	123590	-	702	2526	2639	3962	10301	13785	13864
YHR009C	chrVIII	124109	125680	-	1572	1818	1801	1907	3714	4235	3078
YHR010W	chrVIII;chrVIII	126521;127113	126551;127492	+;+	411	22144	24816	22367	9078	5051	9150
YHR011W	chrVIII	127780	129120	+	1341	375	258	313	1401	1867	898
YHR012W	chrVIII;chrVIII	129481;129648	129528;130448	+;+	849	1131	1345	1455	2729	2373	2117
YHR013C	chrVIII	130730	131446	-	717	1146	894	752	776	972	951
YHR014W	chrVIII	132047	132922	+	876	19	32	46	42	64	92
tS(AGA)H	chrVIII	133026	133107	-	82	3	4	2	2	0	2
tQ(UUG)H	chrVIII	134321	134392	+	72	6	8	5	0	2	1
YHR015W	chrVIII	134554	136533	+	1980	70	86	31	117	67	77
YHR016C	chrVIII;chrVIII	136881;138409	138240;138455	-;-	1407	595	519	856	2604	3632	5410
YHR017W	chrVIII	138694	139851	+	1158	1221	1505	1537	1261	2177	2119
YHR018C	chrVIII	140011	141402	-	1392	20447	19772	11036	4602	5045	5819
YHR019C	chrVIII	141894	143558	-	1665	6652	4813	7018	2655	1643	3105
YHR020W	chrVIII	143996	146062	+	2067	6085	5520	6072	2161	804	1361
tA(AGC)H	chrVIII	146242	146314	-	73	2	1	0	0	0	0
YHR021C	chrVIII;chrVIII	147871;148667	148116;148669	-;-	249	11796	12889	11917	5898	3915	5587
YHR021W-A	chrVIII	149225	149680	+	456	64	71	27	4	14	27
YHR022C	chrVIII	149575	150345	-	771	170	118	84	14	31	106
YHR022C-A	chrVIII	151217	151306	-	90	5	10	15	1	0	8
YHR023W	chrVIII	151666	157452	+	5787	1230	1313	1337	951	875	1069
YHR024C	chrVIII	157744	159192	-	1449	1551	1163	1415	2377	1726	1753
YHR025W	chrVIII	159438	160511	+	1074	2185	1880	2119	1411	1191	1484
YHR026W	chrVIII	160844	161485	+	642	1631	1323	2634	913	1054	1802
YHR027C	chrVIII	161730	164711	-	2982	4224	3870	5102	7219	6682	5644
YHR028C	chrVIII	164978	167434	-	2457	2189	2097	2618	2872	3857	3954
YHR028W-A	chrVIII	167352	167672	+	321	37	56	33	25	23	15
YHR029C	chrVIII	167677	168561	-	885	4886	5450	3174	2440	2104	2083
YHR030C	chrVIII	168890	170344	-	1455	2299	1876	1465	3248	3796	3999
YHR031C	chrVIII	170799	172970	-	2172	455	324	403	216	259	250
YHR032W	chrVIII	173344	175089	+	1746	1525	1215	1232	998	675	891
YHR032W-A	chrVIII	175195	175374	+	180	51	59	43	57	37	34
YHR032C-A	chrVIII	175275	175394	-	120	5	5	6	3	3	2
YHR033W	chrVIII	175548	176819	+	1272	393	346	262	492	494	495
YHR034C	chrVIII	176965	177999	-	1035	424	506	546	608	599	837
YHR035W	chrVIII	178219	180111	+	1893	156	145	155	117	170	187
YHR036W	chrVIII	180345	181760	+	1416	452	375	584	250	332	382
YHR037W	chrVIII	181977	183704	+	1728	1413	992	1062	3802	3957	3444
YHR038W	chrVIII	184066	184758	+	693	436	366	439	813	1224	766
YHR039C	chrVIII	184875	186809	-	1935	2026	1997	1802	2398	2727	2453
YHR039C-A	chrVIII;chrVIII	187173;187677	187514;187679	-;-	345	4540	4327	4768	3509	3557	4181
YHR040W	chrVIII	187924	189024	+	1101	440	448	474	452	332	424
YHR041C	chrVIII;chrVIII	189131;189851	189749;189864	-;-	633	740	585	579	471	649	669
YHR042W	chrVIII	190543	192618	+	2076	1550	1096	1602	1991	1563	1844
YHR043C	chrVIII	192805	193545	-	741	1294	1578	1849	4614	4298	4639
YHR044C	chrVIII	194068	194808	-	741	270	379	328	548	579	450
YHR045W	chrVIII	195551	197233	+	1683	1114	1343	1385	667	850	1118
YHR046C	chrVIII	197398	198285	-	888	1830	1500	1137	1379	217	379
YHR047C	chrVIII	198740	201310	-	2571	1085	1197	1422	871	920	943
YHR048W	chrVIII	204607	206151	+	1545	275	229	318	269	244	290
YHR049W	chrVIII	206462	207193	+	732	5201	4592	3896	1232	748	856
YHR049C-A	chrVIII	207234	207530	-	297	200	200	134	73	52	60
YHR050W	chrVIII	207654	209303	+	1650	825	686	1050	714	794	636
YHR050W-A	chrVIII	209475	209645	+	171	522	566	424	705	673	760
YHR051W	chrVIII	209705	210151	+	447	4138	4779	2662	6042	5377	5264
YHR052W	chrVIII	210848	211978	+	1131	4067	4181	3543	1695	403	718
RUF5-1	chrVIII	212409	213118	+	710	18	23	32	23	19	34
YHR052W-A	chrVIII	212510	212704	+	195	0	0	0	0	0	0
YHR053C	chrVIII	212535	212720	-	186	0	0	0	0	0	0
YHR054C	chrVIII	213185	214249	-	1065	31	34	170	39	26	36
RUF5-2	chrVIII	214407	215116	+	710	15	21	45	21	20	30
YHR054W-A	chrVIII	214508	214702	+	195	0	0	0	0	0	0
YHR055C	chrVIII	214533	214718	-	186	0	0	0	0	0	0
YHR056C	chrVIII	215183	217834	-	2652	318	234	406	299	212	320
YHR056W-A	chrVIII	217406	217840	+	435	0	0	0	0	0	0
YHR057C	chrVIII	218226	218843	-	618	1430	1201	1323	3305	4241	3778
YHR058C	chrVIII	218997	219884	-	888	384	338	449	577	468	487
YHR059W	chrVIII	220108	220500	+	393	716	595	477	1524	1817	875
YHR060W	chrVIII	220725	221270	+	546	1169	1381	1224	1366	1290	1582
YHR061C	chrVIII	221534	222478	-	945	175	133	191	191	244	193
YHR062C	chrVIII	222877	223758	-	882	647	593	434	388	216	164
YHR063C	chrVIII	224030	225169	-	1140	3218	3274	3009	2556	2118	2134
YHR063W-A	chrVIII	225442	225777	+	336	66	99	84	25	26	21
YHR064C	chrVIII	225525	227141	-	1617	5970	4651	6151	3062	1531	2657
YHR065C	chrVIII	227532	229037	-	1506	1975	1774	1512	1214	507	662
YHR066W	chrVIII	229335	230696	+	1362	1417	1425	1385	612	155	269
YHR067W	chrVIII	230970	231812	+	843	1022	1058	690	624	711	712
YHR068W	chrVIII	232133	233296	+	1164	2961	2272	4114	1792	987	1778
YHR069C	chrVIII	233579	234658	-	1080	1815	1639	1360	1214	794	886
YHR069C-A	chrVIII	234874	235236	-	363	1	0	0	0	0	0
YHR070W	chrVIII	234881	236380	+	1500	304	201	216	247	117	163
YHR070C-A	chrVIII	236102	236512	-	411	95	97	75	83	61	44
YHR071W	chrVIII	237004	237693	+	690	3978	2695	3577	2693	3512	3563
tF(GAA)H1	chrVIII;chrVIII	237848;237903	237883;237939	-;-	73	8	9	61	0	0	3
YHR071C-A	chrVIII	238910	239230	-	321	5	4	13	5	5	12
YHR072W	chrVIII	239098	241293	+	2196	2088	2270	1565	1835	1826	1800
YHR072W-A	chrVIII	241664	241840	+	177	3715	4375	3648	1964	1638	1893
YHR073W	chrVIII	242582	245572	+	2991	1158	884	1332	2070	1868	1699
YHR073W-A	chrVIII	242868	243044	+	177	0	0	0	0	0	0
YHR073C-B	chrVIII	245422	245502	-	81	0	0	0	0	0	0
YHR074W	chrVIII	246193	248337	+	2145	1201	1112	1465	2189	2103	2207
YHR075C	chrVIII	248439	249641	-	1203	273	245	408	875	1512	1467
YHR076W	chrVIII;chrVIII	251101;251249	251155;252225	+;+	1032	992	1038	1255	1795	1737	1585
YHR077C	chrVIII;chrVIII	252374;255751	255637;255756	-;-	3270	1681	1349	1531	1639	1168	1369
YHR078W	chrVIII	256360	258018	+	1659	957	948	1083	995	1190	1118
YHR079C	chrVIII	258244	261591	-	3348	425	376	507	604	645	533
YHR079C-A	chrVIII;chrVIII	262192;262441	262354;262553	-;-	276	2	3	5	33	31	28
YHR080C	chrVIII	262801	266838	-	4038	693	595	798	1274	2041	2709
YHR081W	chrVIII	267538	268092	+	555	1534	1787	1656	548	511	675
YHR082C	chrVIII	268459	271548	-	3090	905	874	1596	1473	1940	2132
YHR083W	chrVIII	272627	273616	+	990	1139	855	1388	1362	1636	1978
YHR084W	chrVIII	274174	276240	+	2067	497	451	584	359	269	453
YHR085W	chrVIII	276764	277768	+	1005	944	1126	851	572	206	257
YHR086W	chrVIII	278153	279724	+	1572	495	414	607	732	846	892
YHR086W-A	chrVIII	280231	280392	+	162	1	5	12	0	2	7
YHR087W	chrVIII	280820	281155	+	336	1111	1212	2368	5661	13115	12066
YHR088W	chrVIII	281495	282382	+	888	1458	1251	1184	632	158	231
YHR089C	chrVIII	282681	283298	-	618	6008	6182	4913	1561	636	1130
YHR090C	chrVIII	283777	284625	-	849	656	624	939	697	1017	977
YHR091C	chrVIII	284839	286770	-	1932	555	439	594	903	962	882
YHR092C	chrVIII	287081	288811	-	1731	5051	3855	10800	24959	9256	10396
YHR093W	chrVIII	289142	289690	+	549	38	53	42	230	41	38
YHR094C	chrVIII	290913	292625	-	1713	7842	5799	9226	3457	1312	1487
YHR095W	chrVIII	292943	293437	+	495	15	2	9	4	4	4
YHR096C	chrVIII	294669	296447	-	1779	239	201	389	2129	8292	5600
YHR097C	chrVIII;chrVIII	297385;298485	298360;298609	-;-	1101	572	504	1064	1978	7446	5479
YHR098C	chrVIII	299145	301934	-	2790	1727	1777	1924	2884	2645	1953
YHR099W	chrVIII	302761	313995	+	11235	808	841	958	871	806	719
YHR100C	chrVIII	314116	314673	-	558	457	364	283	364	387	403
YHR101C	chrVIII;chrVIII	314874;315859	315771;315968	-;-	1008	341	234	345	294	491	522
YHR102W	chrVIII	316572	319814	+	3243	498	397	387	1049	799	662
YHR103W	chrVIII	320414	322972	+	2559	1244	1186	1561	996	1483	1467
YHR104W	chrVIII	323409	324392	+	984	2097	1792	2629	13068	19572	19149
YHR105W	chrVIII	324766	325410	+	645	80	68	132	260	245	353
YHR106W	chrVIII	325598	326626	+	1029	815	853	992	3034	2961	2439
YHR107C	chrVIII	326813	328036	-	1224	1515	1068	1075	1146	1504	1313
YHR108W	chrVIII	328303	330060	+	1758	1856	1186	1609	1646	1722	1574
YHR109W	chrVIII	330310	332067	+	1758	240	155	141	600	465	302
YHR110W	chrVIII	332282	332920	+	639	1242	1156	1418	1315	1937	2045
YHR111W	chrVIII	333072	334394	+	1323	954	898	846	1536	1399	1257
YHR112C	chrVIII	334527	335663	-	1137	926	905	785	2794	2474	2165
YHR113W	chrVIII	336337	337809	+	1473	1025	810	1398	2314	2694	3046
YHR114W	chrVIII	338083	339984	+	1902	659	467	627	1035	1464	1613
YHR115C	chrVIII	340109	341359	-	1251	877	764	873	862	1256	1098
YHR116W	chrVIII	341665	342120	+	456	289	295	392	1361	1546	1045
YHR117W	chrVIII	342349	344268	+	1920	889	490	770	800	724	736
YHR118C	chrVIII	344321	345628	-	1308	494	347	324	527	554	541
YHR119W	chrVIII	346043	349285	+	3243	670	501	606	623	579	552
YHR120W	chrVIII	349574	352453	+	2880	432	430	414	582	511	515
YHR121W	chrVIII	352756	353319	+	564	2945	3539	3063	3255	3009	2807
YHR122W	chrVIII	353625	354320	+	696	1832	1781	1706	1079	995	878
YHR123W	chrVIII;chrVIII	354815;354956	354864;356081	+;+	1176	1124	893	982	559	530	571
YHR124W	chrVIII	356561	358444	+	1884	338	333	280	544	525	468
tF(GAA)H2	chrVIII;chrVIII	358478;358533	358513;358569	-;-	73	0	3	1	0	3	1
YHR125W	chrVIII	358858	359163	+	306	1	1	6	7	4	11
YHR126C	chrVIII	359702	360181	-	480	2	3	0	3	5	8
YHR127W	chrVIII	360913	361644	+	732	867	849	879	391	379	381
YHR128W	chrVIII	362115	362765	+	651	3541	3200	2903	935	336	652
YHR129C	chrVIII	362999	364153	-	1155	323	241	262	307	393	412
YHR130C	chrVIII	364965	365300	-	336	58	66	70	40	134	89
YHR131C	chrVIII	365340	367892	-	2553	658	515	769	872	788	986
YHR131W-A	chrVIII	367747	367992	+	246	16	15	24	18	18	17
YHR132C	chrVIII	368502	369794	-	1293	2518	2293	2777	2657	2868	3542
YHR132W-A	chrVIII	370054	370449	+	396	1279	1614	1546	3031	3419	3082
YHR133C	chrVIII	370722	371597	-	876	1573	1832	2020	987	836	1182
YHR134W	chrVIII	371749	372558	+	810	659	679	636	793	631	698
YHR135C	chrVIII	372694	374310	-	1617	1694	1501	1689	2520	3278	3093
YHR136C	chrVIII	374654	375100	-	447	812	354	436	59	54	74
YHR137W	chrVIII	375709	377250	+	1542	1202	1152	1760	1026	1014	689
YHR137C-A	chrVIII	375738	376388	-	651	0	0	0	0	0	0
YHR138C	chrVIII	377355	377699	-	345	1288	1528	1267	6274	9822	7385
YHR139C	chrVIII	378219	379199	-	981	25	20	62	1011	4819	4579
YHR139C-A	chrVIII	380108	380419	-	312	7	10	20	46	79	105
YHR140W	chrVIII	380572	381291	+	720	141	128	154	734	1813	3675
snR32	chrVIII	381540	381727	+	188	48	59	82	25	32	18
YHR141C	chrVIII;chrVIII	381990;382748	382306;382751	-;-	321	14251	16754	14123	6591	4850	6599
YHR142W	chrVIII	383538	384488	+	951	1418	1387	1076	754	1164	924
YHR143W	chrVIII	385510	386487	+	978	3383	2588	2484	1213	1585	2261
YHR143W-A	chrVIII	387233	387445	+	213	1608	1770	1416	981	676	777
YHR144C	chrVIII	387788	388726	-	939	771	856	762	495	344	433
tP(UGG)H	chrVIII;chrVIII	388893;388960	388928;388995	-;-	72	0	0	0	0	0	0
YHR145C	chrVIII	388981	389337	-	357	0	3	3	2	4	0
YHR146W	chrVIII	390300	391697	+	1398	1910	1584	2210	1167	1536	1354
YHR147C	chrVIII	392639	393283	-	645	1638	1840	1539	5144	4547	3556
YHR148W	chrVIII	393534	394085	+	552	1013	1054	830	502	108	188
YHR149C	chrVIII	394455	396659	-	2205	966	694	731	442	262	223
YHR150W	chrVIII	397251	398990	+	1740	387	319	468	437	596	715
YHR151C	chrVIII	399268	400848	-	1581	345	236	398	390	396	498
YHR152W	chrVIII	401434	401955	+	522	1249	1115	1031	861	1579	1427
YHR153C	chrVIII	402086	402682	-	597	128	103	108	50	26	18
YHR154W	chrVIII	402966	406178	+	3213	891	751	887	574	243	172
YHR155W	chrVIII	407103	410789	+	3687	308	262	363	358	586	597
snR71	chrVIII	411228	411317	+	90	27	23	27	16	34	30
YHR156C	chrVIII	411384	412406	-	1023	382	410	390	657	598	503
YHR157W	chrVIII	412907	413455	+	549	55	68	136	135	148	157
YHR158C	chrVIII	413685	417179	-	3495	875	825	962	556	550	703
YHR159W	chrVIII	417549	419063	+	1515	228	178	288	461	613	608
YHR160C	chrVIII	419221	420072	-	852	68	53	114	392	478	767
